"[(a_19-< ~d_46,a_0,a_10,d_51),d_51,(a_10-< ~a_8,a_3),a_3,~a_8,a_0,~d_46]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(a_19-< ~d_46,a_0,a_10,d_51),d_51,(a_10-< ~a_8,a_3),a_3,~a_8,a_0,~d_46]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(a_19-< ~d_46,a_0,a_10,d_51),d_51,(a_10-< ~a_8,a_3),a_3,~a_8,a_0,~d_46]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(a_19-< ~d_46,a_0,a_10,d_51),d_51,(a_10-< ~a_8,a_3),a_3,~a_8,a_0,~d_46]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(a_19-<d_47,d_52,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_52,d_47]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(a_19-<d_47,d_52,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_52,d_47]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(a_19-<d_47,d_52,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_52,d_47]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(a_19-<d_47,d_52,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_52,d_47]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(a_19-<d_47,d_52,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_52,d_47]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(a_19-<d_53,d_47,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_47,d_53]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(a_19-<d_53,d_47,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_47,d_53]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(a_19-<d_53,d_47,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_47,d_53]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(a_19-<d_53,d_47,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_47,d_53]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(a_19-<d_53,d_47,a_0,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,a_0,d_47,d_53]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(a_19-<d_54,a_0,d_48,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_48,a_0,d_54]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(a_19-<d_54,a_0,d_48,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_48,a_0,d_54]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(a_19-<d_54,a_0,d_48,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_48,a_0,d_54]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(a_19-<d_54,a_0,d_48,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_48,a_0,d_54]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(a_19-<d_54,a_0,d_48,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_48,a_0,d_54]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(a_19-<a_0,d_48,d_55,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_55,d_48,a_0]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(a_19-<a_0,d_48,d_55,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_55,d_48,a_0]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(a_19-<a_0,d_48,d_55,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_55,d_48,a_0]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(a_19-<a_0,d_48,d_55,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_55,d_48,a_0]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(a_19-<a_0,d_48,d_55,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_55,d_48,a_0]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(~a_20-< ~a_8,~d_60,~d_68,a_3),a_3,~d_68,~d_60,~a_8]","[(~a_20-< ~a_8,~d_60,~d_68,a_3),a_3,~d_68,~d_60,~a_8]"
"[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(~a_20-<d_69,~a_8,~d_60,a_3),a_3,~d_60,~a_8,d_69]","[(~a_20-<d_69,~a_8,~d_60,a_3),a_3,~d_60,~a_8,d_69]"
"[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(~a_20-<d_70,~a_8,~d_60,a_3),a_3,~d_60,~a_8,d_70]","[(~a_20-<d_70,~a_8,~d_60,a_3),a_3,~d_60,~a_8,d_70]"
"[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(a_16-< ~a_8,d_77,a_3,d_73),d_73,a_3,d_77,~a_8]","[(a_16-< ~a_8,d_77,a_3,d_73),d_73,a_3,d_77,~a_8]"
"[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(a_16-< ~a_8,d_78,a_3,~d_74),~d_74,a_3,d_78,~a_8]","[(a_16-< ~a_8,d_78,a_3,~d_74),~d_74,a_3,d_78,~a_8]"
"[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(a_16-< ~d_75,~a_8,~d_79,a_3),a_3,~d_79,~a_8,~d_75]","[(a_16-< ~d_75,~a_8,~d_79,a_3),a_3,~d_79,~a_8,~d_75]"
"[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(a_16-<d_80,~a_8,~d_76,a_3),a_3,~d_76,~a_8,d_80]","[(a_16-<d_80,~a_8,~d_76,a_3),a_3,~d_76,~a_8,d_80]"
"[(~a_20<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(~a_20-< ~d_62,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,~d_62]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-< ~d_62,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,~d_62]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-< ~d_62,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,~d_62]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20-< ~d_62,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,~d_62]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20-< ~d_62,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,~d_62]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20-< ~d_62,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,~d_62]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(~a_20-<d_63,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,d_63]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_63,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,d_63]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_63,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,d_63]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20-<d_63,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,d_63]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20-<d_63,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,d_63]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20-<d_63,~d_58,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_58,d_63]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(~a_20-< ~d_58,~d_64,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_64,~d_58]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-< ~d_58,~d_64,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_64,~d_58]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-< ~d_58,~d_64,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_64,~d_58]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20-< ~d_58,~d_64,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_64,~d_58]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20-< ~d_58,~d_64,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_64,~d_58]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20-< ~d_58,~d_64,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_64,~d_58]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(~a_20-<d_65,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_65]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_65,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_65]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_65,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_65]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20-<d_65,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_65]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20-<d_65,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_65]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20-<d_65,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_65]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(~a_20-<d_66,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_66]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_66,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_66]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_66,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_66]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20-<d_66,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_66]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20-<d_66,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_66]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20-<d_66,~d_59,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,~d_59,d_66]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(~a_20-< ~d_59,a_10,d_67),d_67,(a_10-< ~a_8,a_3),a_3,~a_8,~d_59]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-< ~d_59,a_10,d_67),d_67,(a_10-< ~a_8,a_3),a_3,~a_8,~d_59]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-< ~d_59,a_10,d_67),d_67,(a_10-< ~a_8,a_3),a_3,~a_8,~d_59]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20-< ~d_59,a_10,d_67),d_67,(a_10-< ~a_8,a_3),a_3,~a_8,~d_59]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20-< ~d_59,a_10,d_67),d_67,(a_10-< ~a_8,a_3),a_3,~a_8,~d_59]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20-< ~d_59,a_10,d_67),d_67,(a_10-< ~a_8,a_3),a_3,~a_8,~d_59]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(~a_20-<d_61,d_71,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_71,d_61]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_61,d_71,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_71,d_61]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_61,d_71,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_71,d_61]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20-<d_61,d_71,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_71,d_61]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20-<d_61,d_71,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_71,d_61]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20-<d_61,d_71,a_10),(a_10-< ~a_8,a_3),a_3,~a_8,d_71,d_61]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(~a_20-<d_61,a_10,d_72),d_72,(a_10-< ~a_8,a_3),a_3,~a_8,d_61]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_61,a_10,d_72),d_72,(a_10-< ~a_8,a_3),a_3,~a_8,d_61]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(~a_20-<d_61,a_10,d_72),d_72,(a_10-< ~a_8,a_3),a_3,~a_8,d_61]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(~a_20-<d_61,a_10,d_72),d_72,(a_10-< ~a_8,a_3),a_3,~a_8,d_61]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(~a_20-<d_61,a_10,d_72),d_72,(a_10-< ~a_8,a_3),a_3,~a_8,d_61]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(~a_20-<d_61,a_10,d_72),d_72,(a_10-< ~a_8,a_3),a_3,~a_8,d_61]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
"[(a_16<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]","[(a_20-< ~a_8,~d_60,a_3),a_3,~d_60,~a_8]"
"[(a_16<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]","[(~a_16-< ~a_8,a_3,d_73),d_73,a_3,~a_8]"
"[(a_16<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]","[(~a_16-< ~a_8,a_3,~d_74),~d_74,a_3,~a_8]"
"[(a_16<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]","[(~a_16-< ~d_75,~a_8,a_3),a_3,~a_8,~d_75]"
"[(a_16<-a_10),(a_10-< ~a_8,a_3),a_3,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]","[(~a_16-< ~a_8,~d_76,a_3),a_3,~d_76,~a_8]"
arg1,arg2,defeater
"[(a_18-<a_2,a_5,d_20),d_20,a_5,a_2]","[(~a_18-<a_2,d_24,a_5,d_20),d_20,a_5,d_24,a_2]","[(~a_18-<a_2,d_24,a_5,d_20),d_20,a_5,d_24,a_2]"
"[(a_18-<a_2,a_5,d_20),d_20,a_5,a_2]","[(~a_18-<a_2,a_5,d_25,d_20),d_20,d_25,a_5,a_2]","[(~a_18-<a_2,a_5,d_25,d_20),d_20,d_25,a_5,a_2]"
"[(a_18-<a_2,a_5,d_20),d_20,a_5,a_2]","[(~a_18-<a_2,a_5,d_26,d_20),d_20,d_26,a_5,a_2]","[(~a_18-<a_2,a_5,d_26,d_20),d_20,d_26,a_5,a_2]"
"[(a_18-<a_2,a_5,d_21),d_21,a_5,a_2]","[(~a_18-<a_2,d_27,a_5,d_21),d_21,a_5,d_27,a_2]","[(~a_18-<a_2,d_27,a_5,d_21),d_21,a_5,d_27,a_2]"
"[(a_18-<a_11,~d_22),~d_22,(a_11-<a_5,a_2),a_2,a_5]","[(~a_18-<a_11,~d_22,d_28),d_28,~d_22,(a_11-<a_5,a_2),a_2,a_5]","[(~a_18-<a_11,~d_22,d_28),d_28,~d_22,(a_11-<a_5,a_2),a_2,a_5]"
"[(a_18-<a_11,d_23),d_23,(a_11-<a_5,a_2),a_2,a_5]","[(~a_18-<a_11,~d_29,d_23),d_23,~d_29,(a_11-<a_5,a_2),a_2,a_5]","[(~a_18-<a_11,~d_29,d_23),d_23,~d_29,(a_11-<a_5,a_2),a_2,a_5]"
"[(~a_18-<a_11),(a_11-<a_5,a_2),a_2,a_5]","[(a_18-<a_2,a_5,d_20),d_20,a_5,a_2]","[(a_18-<a_2,a_5,d_20),d_20,a_5,a_2]"
"[(~a_18-<a_11),(a_11-<a_5,a_2),a_2,a_5]","[(a_18-<a_2,a_5,d_21),d_21,a_5,a_2]","[(a_18-<a_2,a_5,d_21),d_21,a_5,a_2]"
"[(~a_18-<a_11),(a_11-<a_5,a_2),a_2,a_5]","[(a_18-<a_11,~d_22),~d_22,(a_11-<a_5,a_2),a_2,a_5]","[(a_18-<a_11,~d_22),~d_22,(a_11-<a_5,a_2),a_2,a_5]"
"[(~a_18-<a_11),(a_11-<a_5,a_2),a_2,a_5]","[(a_18-<a_11,d_23),d_23,(a_11-<a_5,a_2),a_2,a_5]","[(a_18-<a_11,d_23),d_23,(a_11-<a_5,a_2),a_2,a_5]"
"[(~a_15-<a_2,a_5,d_30),d_30,a_5,a_2]","[(a_15-<a_2,d_34,a_5,d_30),d_30,a_5,d_34,a_2]","[(a_15-<a_2,d_34,a_5,d_30),d_30,a_5,d_34,a_2]"
"[(~a_15-<a_2,a_5,d_30),d_30,a_5,a_2]","[(a_15-<a_2,a_5,d_30,~d_35),~d_35,d_30,a_5,a_2]","[(a_15-<a_2,a_5,d_30,~d_35),~d_35,d_30,a_5,a_2]"
"[(~a_15-<a_2,a_5,d_31),d_31,a_5,a_2]","[(a_15-<a_2,a_5,d_36,d_31),d_31,d_36,a_5,a_2]","[(a_15-<a_2,a_5,d_36,d_31),d_31,d_36,a_5,a_2]"
"[(~a_15-<a_2,a_5,d_32),d_32,a_5,a_2]","[(a_15-<a_2,~d_37,a_5,d_32),d_32,a_5,~d_37,a_2]","[(a_15-<a_2,~d_37,a_5,d_32),d_32,a_5,~d_37,a_2]"
"[(~a_15-< ~d_33,a_11),(a_11-<a_5,a_2),a_2,a_5,~d_33]","[(a_15-< ~d_38,~d_33,a_11),(a_11-<a_5,a_2),a_2,a_5,~d_33,~d_38]","[(a_15-< ~d_38,~d_33,a_11),(a_11-<a_5,a_2),a_2,a_5,~d_33,~d_38]"
"[(a_15-<a_11),(a_11-<a_5,a_2),a_2,a_5]","[(~a_15-<a_2,a_5,d_30),d_30,a_5,a_2]","[(~a_15-<a_2,a_5,d_30),d_30,a_5,a_2]"
"[(a_15-<a_11),(a_11-<a_5,a_2),a_2,a_5]","[(~a_15-<a_2,a_5,d_31),d_31,a_5,a_2]","[(~a_15-<a_2,a_5,d_31),d_31,a_5,a_2]"
"[(a_15-<a_11),(a_11-<a_5,a_2),a_2,a_5]","[(~a_15-<a_2,a_5,d_32),d_32,a_5,a_2]","[(~a_15-<a_2,a_5,d_32),d_32,a_5,a_2]"
